timestamp,customer_id,amount,category,status
2025-01-01 00:01:00,5208,241.19,tech,0
2025-01-01 00:01:00,5606,79.27,tech,0
2025-01-01 00:01:00,7529,15.8,tech,0
2025-01-01 00:01:00,3604,11.03,fuel,0
2025-01-01 00:01:00,1417,7.27,pharmacy,0
2025-01-01 00:01:00,3677,3.29,tech,0
2025-01-01 00:01:00,4355,63.59,tech,0
2025-01-01 00:01:00,8670,0.47,restaurant,0
2025-01-01 00:01:00,7609,9.93,travel,0
2025-01-01 00:01:00,9000,7.26,grocery,0
2025-01-01 00:01:00,9394,64.86,fuel,0
2025-01-01 00:01:00,9593,17.93,tech,0
2025-01-01 00:01:00,1576,71.94,restaurant,0
2025-01-01 00:01:00,4618,7.4,fuel,0
2025-01-01 00:01:00,1629,0.79,pharmacy,0
2025-01-01 00:01:00,6769,11.24,fuel,0
2025-01-01 00:01:00,3050,76.43,pharmacy,0
2025-01-01 00:01:00,5123,21.21,travel,0
2025-01-01 00:01:00,6580,48.82,pharmacy,0
2025-01-01 00:01:00,1204,53.91,grocery,0
2025-01-01 00:01:00,1515,62.48,restaurant,0
2025-01-01 00:01:00,1071,11.99,tech,0
2025-01-01 00:01:00,8345,24.48,tech,0
2025-01-01 00:01:00,2439,28.51,grocery,0
2025-01-01 00:01:00,7794,42.65,restaurant,0
2025-01-01 00:01:00,7354,48.72,grocery,0
2025-01-01 00:01:00,2014,1.21,restaurant,0
2025-01-01 00:01:00,8067,8.77,fuel,0
2025-01-01 00:01:00,5712,3.48,grocery,0
2025-01-01 00:01:00,5116,37.78,restaurant,0
2025-01-01 00:01:00,9228,19.53,fuel,0
2025-01-01 00:01:00,3858,0.33,grocery,0
2025-01-01 00:01:00,6716,12.09,restaurant,0
2025-01-01 00:01:00,4990,35.3,grocery,0
2025-01-01 00:01:00,5036,32.74,travel,0
2025-01-01 00:01:00,5964,45.55,grocery,0
2025-01-01 00:01:00,5271,96.66,travel,0
2025-01-01 00:01:00,8892,112.77,tech,0
2025-01-01 00:01:00,1483,135.84,restaurant,0
2025-01-01 00:01:00,8579,0.0,grocery,1
2025-01-01 00:01:00,3150,46.94,fuel,0
2025-01-01 00:01:00,4574,59.83,travel,0
2025-01-01 00:01:00,1579,30.3,restaurant,0
2025-01-01 00:01:00,5264,56.37,travel,0
2025-01-01 00:01:00,9796,28.61,grocery,0
2025-01-01 00:01:00,6334,22.85,restaurant,0
2025-01-01 00:01:00,1323,62.13,restaurant,0
2025-01-01 00:01:00,2048,125.52,tech,0
2025-01-01 00:01:00,9906,16.68,restaurant,0
2025-01-01 00:01:00,9827,8.44,pharmacy,0
2025-01-01 00:01:00,1207,1.8,grocery,0
2025-01-01 00:01:00,4620,32.85,fuel,0
2025-01-01 00:01:00,5051,24.29,fuel,0
2025-01-01 00:01:00,5532,3.45,pharmacy,0
2025-01-01 00:01:00,1324,0.13,pharmacy,0
2025-01-01 00:01:00,1369,8.7,restaurant,0
2025-01-01 00:01:00,6379,121.05,grocery,0
2025-01-01 00:01:00,4596,26.99,fuel,0
2025-01-01 00:01:00,5485,2.52,fuel,0
2025-01-01 00:01:00,5393,21.77,grocery,0
2025-01-01 00:01:00,8823,10.17,travel,0
2025-01-01 00:01:00,7663,2.02,travel,0
2025-01-01 00:01:00,8743,26.52,travel,0
2025-01-01 00:01:00,7247,5.87,pharmacy,0
2025-01-01 00:01:00,6458,27.01,fuel,0
2025-01-01 00:01:00,4493,80.29,restaurant,0
2025-01-01 00:01:00,7986,62.03,grocery,0
2025-01-01 00:01:00,2257,37.38,grocery,0
2025-01-01 00:01:00,9910,12.78,grocery,0
2025-01-01 00:01:00,8591,7.03,tech,0
2025-01-01 00:01:00,2467,61.93,grocery,0
2025-01-01 00:01:00,2362,21.66,grocery,0
2025-01-01 00:01:00,9907,11.62,fuel,0
2025-01-01 00:01:00,9633,12.26,pharmacy,0
2025-01-01 00:01:00,4365,25.88,grocery,0
2025-01-01 00:01:00,3547,28.07,tech,0
2025-01-01 00:01:00,8113,44.41,grocery,0
2025-01-01 00:01:00,5715,41.71,grocery,0
2025-01-01 00:01:00,7579,27.91,tech,0
2025-01-01 00:01:00,5122,36.37,tech,0
2025-01-01 00:01:00,5155,26.54,pharmacy,0
2025-01-01 00:01:00,5018,236.19,fuel,1
2025-01-01 00:01:00,8182,127.37,tech,0
2025-01-01 00:01:00,8129,2.24,travel,0
2025-01-01 00:01:00,5581,13.69,restaurant,0
2025-01-01 00:01:00,5373,18.06,restaurant,0
2025-01-01 00:01:00,3616,178.99,grocery,0
2025-01-01 00:01:00,9792,6.12,grocery,0
2025-01-01 00:01:00,5212,24.48,grocery,0
2025-01-01 00:01:00,9090,19.88,travel,0
2025-01-01 00:01:00,5041,7.46,grocery,0
2025-01-01 00:01:00,4322,17.87,restaurant,0
2025-01-01 00:01:00,6582,49.6,fuel,0
2025-01-01 00:01:00,1085,31.39,restaurant,0
2025-01-01 00:01:00,7678,25.0,restaurant,0
2025-01-01 00:01:00,5176,32.33,restaurant,0
2025-01-01 00:01:00,7429,27.99,grocery,0
2025-01-01 00:01:00,3733,93.68,travel,0
2025-01-01 00:01:00,7791,3.24,restaurant,0
2025-01-01 00:01:00,9550,27.67,fuel,0
2025-01-01 00:01:00,9569,5.65,grocery,0
2025-01-01 00:01:00,6654,5.47,restaurant,0
2025-01-01 00:01:00,6404,26.48,tech,0
2025-01-01 00:01:00,8579,-259.63,fuel,1
2025-01-01 00:01:00,1701,75.79,fuel,0
2025-01-01 00:01:00,6813,66.96,fuel,0
2025-01-01 00:01:00,7500,0.91,grocery,0
2025-01-01 00:01:00,5087,8.29,restaurant,0
2025-01-01 00:01:00,6221,49.31,restaurant,0
2025-01-01 00:01:00,3917,57.3,grocery,0
2025-01-01 00:01:00,1970,21.05,travel,0
2025-01-01 00:01:00,5630,88.27,tech,0
2025-01-01 00:01:00,1857,17.85,grocery,0
2025-01-01 00:01:00,9013,40.04,fuel,0
2025-01-01 00:01:00,4078,28.0,grocery,0
2025-01-01 00:01:00,2400,0.88,restaurant,0
2025-01-01 00:01:00,8861,2.15,fuel,0
2025-01-01 00:01:00,8483,15.87,pharmacy,0
2025-01-01 00:01:00,1490,130.6,restaurant,0
2025-01-01 00:01:00,8990,0.37,tech,0
2025-01-01 00:01:00,3991,28.73,restaurant,0
2025-01-01 00:01:00,2027,44.84,grocery,0
2025-01-01 00:01:00,5094,67.29,grocery,0
2025-01-01 00:01:00,4527,14.97,travel,0
2025-01-01 00:01:00,1998,44.55,grocery,0
2025-01-01 00:01:00,6608,15.01,tech,0
2025-01-01 00:01:00,9473,73.95,grocery,0
2025-01-01 00:01:00,3973,74.91,fuel,0
2025-01-01 00:01:00,2514,29.41,pharmacy,0
2025-01-01 00:01:00,4618,26.56,tech,0
2025-01-01 00:01:00,4934,5.91,grocery,0
2025-01-01 00:01:00,7224,84.74,grocery,0
2025-01-01 00:01:00,7530,37.78,restaurant,0
2025-01-01 00:01:00,1499,19.96,tech,0
2025-01-01 00:01:00,8074,55.12,grocery,0
2025-01-01 00:01:00,5022,6.36,fuel,0
2025-01-01 00:01:00,9590,17.31,pharmacy,0
2025-01-01 00:01:00,5640,43.29,grocery,0
2025-01-01 00:01:00,3843,99.11,grocery,0
2025-01-01 00:01:00,8897,90.97,restaurant,0
2025-01-01 00:01:00,7296,76.47,grocery,0
2025-01-01 00:01:00,1442,55.52,grocery,0
2025-01-01 00:01:00,8393,58.65,fuel,0
2025-01-01 00:01:00,8234,5.88,grocery,0
2025-01-01 00:01:00,9794,97.61,restaurant,0
2025-01-01 00:01:00,7633,11.8,grocery,0
2025-01-01 00:01:00,8551,127.78,fuel,0
2025-01-01 00:01:00,1087,45.31,tech,0
2025-01-01 00:01:00,7880,34.8,grocery,0
2025-01-01 00:01:00,4155,18.05,grocery,0
2025-01-01 00:01:00,4611,223.98,restaurant,0
2025-01-01 00:01:00,6753,99.47,grocery,0
2025-01-01 00:01:00,9736,62.74,grocery,0
2025-01-01 00:01:00,9102,48.3,fuel,0
2025-01-01 00:01:00,9291,81.11,grocery,0
2025-01-01 00:01:00,1922,7.14,travel,0
2025-01-01 00:01:00,4339,10.37,restaurant,0
2025-01-01 00:01:00,2756,6.34,restaurant,0
2025-01-01 00:01:00,2090,21.13,pharmacy,0
2025-01-01 00:01:00,6986,111.48,restaurant,0
2025-01-01 00:01:00,3764,106.13,grocery,0
2025-01-01 00:01:00,7731,10.17,fuel,0
2025-01-01 00:01:00,9591,24.55,grocery,0
2025-01-01 00:01:00,8900,34.61,travel,0
2025-01-01 00:01:00,4144,87.98,grocery,0
2025-01-01 00:01:00,7532,82.55,restaurant,0
2025-01-01 00:01:00,2061,27.39,grocery,0
2025-01-01 00:01:00,8579,0.0,pharmacy,1
2025-01-01 00:01:00,3828,12.79,grocery,0
2025-01-01 00:01:00,5156,1.87,travel,0
2025-01-01 00:01:00,6423,35.74,fuel,0
2025-01-01 00:01:00,1760,2.88,tech,0
2025-01-01 00:01:00,9318,7.3,restaurant,0
2025-01-01 00:01:00,5793,66.08,fuel,0
2025-01-01 00:01:00,6840,59.35,restaurant,0
2025-01-01 00:01:00,7008,48.83,restaurant,0
2025-01-01 00:01:00,5241,21.6,restaurant,0
2025-01-01 00:01:00,8898,20.02,grocery,0
2025-01-01 00:01:00,1943,15.85,pharmacy,0
2025-01-01 00:01:00,3377,49.83,grocery,0
2025-01-01 00:01:00,6416,7.64,restaurant,0
2025-01-01 00:01:00,8987,55.48,restaurant,0
2025-01-01 00:01:00,9607,108.12,grocery,0
2025-01-01 00:01:00,7397,52.8,grocery,0
2025-01-01 00:01:00,6997,34.88,restaurant,0
2025-01-01 00:01:00,8777,9.77,grocery,0
2025-01-01 00:01:00,6139,45.11,fuel,0
2025-01-01 00:01:00,2337,5.63,travel,0
2025-01-01 00:01:00,1709,55.5,grocery,0
2025-01-01 00:01:00,9060,67.63,travel,0
2025-01-01 00:01:00,1052,97.43,grocery,0
2025-01-01 00:01:00,8058,69.66,restaurant,0
2025-01-01 00:01:00,3918,2.35,grocery,0
2025-01-01 00:01:00,4599,6.67,travel,0
2025-01-01 00:01:00,3719,13.66,tech,0
2025-01-01 00:01:00,1952,41.37,grocery,0
2025-01-01 00:01:00,8338,32.14,grocery,0
2025-01-01 00:01:00,6321,23.95,restaurant,0
2025-01-01 00:01:00,3178,39.2,pharmacy,0
2025-01-01 00:01:00,2738,11.96,fuel,0
2025-01-01 00:01:00,7663,16.89,grocery,0
2025-01-01 00:01:00,7720,2.76,travel,0
2025-01-01 00:01:00,2218,21.75,grocery,0
2025-01-01 00:01:00,5946,31.95,tech,0
2025-01-01 00:01:00,3939,0.0,tech,1
2025-01-01 00:01:00,2508,38.68,grocery,0
2025-01-01 00:01:00,7989,0.78,grocery,0
2025-01-01 00:01:00,9418,25.87,grocery,0
2025-01-01 00:01:00,5315,4.09,travel,0
2025-01-01 00:01:00,5868,32.33,tech,0
2025-01-01 00:01:00,5469,3.08,grocery,0
2025-01-01 00:01:00,7331,57.43,grocery,0
2025-01-01 00:01:00,9883,7450.91,tech,1
2025-01-01 00:01:00,3556,8.73,fuel,0
2025-01-01 00:01:00,6526,37.65,fuel,0
2025-01-01 00:01:00,3699,15.27,pharmacy,0
2025-01-01 00:01:00,7242,94.13,grocery,0
2025-01-01 00:01:00,5329,143.89,pharmacy,0
2025-01-01 00:01:00,6224,40.63,grocery,0
2025-01-01 00:01:00,5941,37.66,tech,0
2025-01-01 00:01:00,8507,14.4,pharmacy,0
2025-01-01 00:01:00,3884,8060.65,restaurant,1
2025-01-01 00:01:00,8348,32.49,fuel,0
2025-01-01 00:01:00,8201,31.02,pharmacy,0
2025-01-01 00:01:00,2089,41.74,grocery,0
2025-01-01 00:01:00,8579,-171.44,grocery,1
2025-01-01 00:01:00,6498,17.7,pharmacy,0
2025-01-01 00:01:00,3049,178.01,restaurant,0
2025-01-01 00:01:00,8415,22.31,travel,0
2025-01-01 00:01:00,1908,2.24,restaurant,0
2025-01-01 00:01:00,7318,1.09,tech,0
2025-01-01 00:01:00,6383,30.32,fuel,0
2025-01-01 00:01:00,4546,6551.01,pharmacy,1
2025-01-01 00:01:00,9004,14.04,tech,0
2025-01-01 00:01:00,1142,14.87,pharmacy,0
2025-01-01 00:01:00,7905,15.28,tech,0
2025-01-01 00:01:00,1591,18.11,grocery,0
2025-01-01 00:01:00,3645,70.48,grocery,0
2025-01-01 00:01:00,2764,32.28,restaurant,0
2025-01-01 00:01:00,9058,53.28,fuel,0
2025-01-01 00:01:00,8523,1.96,tech,0
2025-01-01 00:01:00,6225,9.95,pharmacy,0
2025-01-01 00:01:00,8657,34.08,grocery,0
2025-01-01 00:01:00,6714,11.29,grocery,0
2025-01-01 00:01:00,3409,5.72,fuel,0
2025-01-01 00:01:00,2121,48.95,grocery,0
2025-01-01 00:01:00,8579,2841.98,pharmacy,1
2025-01-01 00:01:00,9099,52.37,restaurant,0
2025-01-01 00:01:00,3070,30.16,fuel,0
2025-01-01 00:01:00,8527,10.78,grocery,0
2025-01-01 00:01:00,9164,5.52,grocery,0
2025-01-01 00:01:00,4196,24.67,travel,0
2025-01-01 00:01:00,1577,80.13,travel,0
2025-01-01 00:01:00,7226,30.06,travel,0
2025-01-01 00:01:00,6349,50.36,grocery,0
2025-01-01 00:01:00,8132,147.06,pharmacy,0
2025-01-01 00:01:00,1496,2.83,restaurant,0
2025-01-01 00:01:00,9451,25.99,tech,0
2025-01-01 00:01:00,7800,170.76,restaurant,0
2025-01-01 00:01:00,3791,201.07,fuel,0
2025-01-01 00:01:00,5972,3.68,travel,0
2025-01-01 00:01:00,7532,35.62,restaurant,0
2025-01-01 00:01:00,4012,26.04,fuel,0
2025-01-01 00:01:00,3201,47.34,tech,0
2025-01-01 00:01:00,8836,40.81,restaurant,0
2025-01-01 00:01:00,4048,0.59,grocery,0
2025-01-01 00:01:00,5028,11.58,grocery,0
2025-01-01 00:01:00,2312,14.58,grocery,0
2025-01-01 00:01:00,9946,7.21,restaurant,0
2025-01-01 00:01:00,4099,20.56,grocery,0
2025-01-01 00:01:00,3465,16.59,fuel,0
2025-01-01 00:01:00,5241,20.29,fuel,0
2025-01-01 00:01:00,9594,-478.25,tech,1
2025-01-01 00:01:00,1751,26.06,restaurant,0
2025-01-01 00:01:00,2888,69.48,restaurant,0
2025-01-01 00:01:00,8572,12.17,grocery,0
2025-01-01 00:01:00,2792,178.03,fuel,0
2025-01-01 00:01:00,5945,8.99,grocery,0
2025-01-01 00:01:00,1850,40.76,restaurant,0
2025-01-01 00:01:00,9078,94.6,restaurant,0
2025-01-01 00:01:00,1866,7.26,grocery,0
2025-01-01 00:01:00,3947,9.8,fuel,0
2025-01-01 00:01:00,5522,93.84,grocery,0
2025-01-01 00:01:00,4956,44.27,restaurant,0
2025-01-01 00:01:00,8044,15.49,fuel,0
2025-01-01 00:01:00,3381,43.69,grocery,0
2025-01-01 00:01:00,4657,0.2,travel,0
2025-01-01 00:01:00,1683,21.61,fuel,0
2025-01-01 00:01:00,4570,16.66,fuel,0
2025-01-01 00:01:00,8230,54.49,restaurant,0
2025-01-01 00:01:00,4484,55.52,tech,0
2025-01-01 00:01:00,9369,39.33,grocery,0
2025-01-01 00:01:00,1843,17.4,restaurant,0
2025-01-01 00:01:00,8156,115.74,grocery,0
2025-01-01 00:01:00,9690,3.61,restaurant,0
2025-01-01 00:01:00,2272,81.82,travel,0
2025-01-01 00:01:00,7730,19.86,travel,0
2025-01-01 00:01:00,6033,11.23,grocery,0
2025-01-01 00:01:00,2200,50.08,grocery,0
2025-01-01 00:01:00,4792,86.3,grocery,0
2025-01-01 00:01:00,9340,13.71,fuel,0
2025-01-01 00:01:00,9131,12.1,grocery,0
2025-01-01 00:01:00,9965,21.95,grocery,0
2025-01-01 00:01:00,1655,36.71,fuel,0
2025-01-01 00:01:00,1580,179.84,grocery,0
2025-01-01 00:01:00,9809,0.44,pharmacy,0
2025-01-01 00:01:00,6957,2.03,tech,0
2025-01-01 00:01:00,5605,84.5,grocery,0
2025-01-01 00:01:00,2747,16.36,grocery,0
2025-01-01 00:01:00,1436,21.84,fuel,0
2025-01-01 00:01:00,3648,18.91,grocery,0
2025-01-01 00:01:00,9413,6.44,grocery,0
2025-01-01 00:01:00,9620,50.36,restaurant,0
2025-01-01 00:01:00,1653,22.03,fuel,0
2025-01-01 00:01:00,7070,79.62,grocery,0
2025-01-01 00:01:00,8221,317.27,restaurant,0
2025-01-01 00:01:00,1751,18.19,pharmacy,0
2025-01-01 00:01:00,7997,10.65,travel,0
2025-01-01 00:01:00,6862,2.29,grocery,0
2025-01-01 00:01:00,2513,4.51,tech,0
2025-01-01 00:01:00,3127,74.53,fuel,0
2025-01-01 00:01:00,9045,106.89,grocery,0
2025-01-01 00:01:00,4113,51.79,restaurant,0
2025-01-01 00:01:00,4569,13.26,grocery,0
2025-01-01 00:01:00,3878,35.54,grocery,0
2025-01-01 00:01:00,2411,8.61,restaurant,0
2025-01-01 00:01:00,6368,73.37,grocery,0
2025-01-01 00:01:00,1673,10.94,tech,0
2025-01-01 00:01:00,3835,91.4,grocery,0
2025-01-01 00:01:00,1316,19.64,restaurant,0
2025-01-01 00:01:00,6163,17.31,fuel,0
2025-01-01 00:01:00,3756,54.05,travel,0
2025-01-01 00:01:00,6923,46.51,grocery,0
2025-01-01 00:01:00,7931,181.61,grocery,0
2025-01-01 00:01:00,6305,32.18,grocery,0
2025-01-01 00:01:00,6624,22.72,grocery,0
2025-01-01 00:01:00,4525,5.96,grocery,0
2025-01-01 00:01:00,1096,19.01,grocery,0
2025-01-01 00:01:00,2239,30.61,fuel,0
2025-01-01 00:01:00,4644,105.51,fuel,0
2025-01-01 00:01:00,7334,31.87,fuel,0
2025-01-01 00:01:00,7562,38.55,grocery,0
2025-01-01 00:01:00,5278,16.73,grocery,0
2025-01-01 00:01:00,9242,34.32,grocery,0
2025-01-01 00:01:00,9980,7.71,pharmacy,0
2025-01-01 00:01:00,2585,31.33,restaurant,0
2025-01-01 00:01:00,9481,30.08,fuel,0
2025-01-01 00:01:00,7901,38.04,restaurant,0
2025-01-01 00:01:00,8494,3.03,fuel,0
2025-01-01 00:01:00,3439,71.69,tech,0
2025-01-01 00:01:00,9929,84.85,grocery,0
2025-01-01 00:01:00,8638,19.95,grocery,0
2025-01-01 00:01:00,6900,25.85,travel,0
2025-01-01 00:01:00,8902,4.83,grocery,0
2025-01-01 00:01:00,5237,5.86,pharmacy,0
2025-01-01 00:01:00,7226,28.94,restaurant,0
2025-01-01 00:01:00,9952,13.34,grocery,0
2025-01-01 00:01:00,9849,134.26,pharmacy,0
2025-01-01 00:01:00,2991,62.9,restaurant,0
2025-01-01 00:01:00,6803,1.48,restaurant,0
2025-01-01 00:01:00,3625,27.13,grocery,0
2025-01-01 00:01:00,4297,5.64,travel,0
2025-01-01 00:01:00,7082,52.99,restaurant,0
2025-01-01 00:01:00,2759,8.07,travel,0
2025-01-01 00:01:00,7931,1.77,pharmacy,0
2025-01-01 00:01:00,2598,96.49,grocery,0
2025-01-01 00:01:00,8528,43.89,restaurant,0
2025-01-01 00:01:00,4978,1.96,travel,0
2025-01-01 00:01:00,2760,25.77,grocery,0
2025-01-01 00:01:00,1706,123.15,grocery,0
2025-01-01 00:01:00,3694,22.26,travel,0
2025-01-01 00:01:00,3276,-373.86,pharmacy,1
2025-01-01 00:01:00,8646,8.14,restaurant,0
2025-01-01 00:01:00,2165,28.73,fuel,0
2025-01-01 00:01:00,9825,6.12,grocery,0
2025-01-01 00:01:00,1305,87.14,tech,0
2025-01-01 00:01:00,8416,162.57,travel,0
2025-01-01 00:01:00,6375,50.12,tech,0
2025-01-01 00:01:00,6560,82.24,pharmacy,0
2025-01-01 00:01:00,8825,6.83,tech,0
2025-01-01 00:01:00,4725,58.56,restaurant,0
2025-01-01 00:01:00,1608,34.63,grocery,0
2025-01-01 00:01:00,8503,29.36,tech,0
2025-01-01 00:01:00,7219,36.82,restaurant,0
2025-01-01 00:01:00,3870,47.18,tech,0
2025-01-01 00:01:00,3312,91.21,grocery,0
2025-01-01 00:01:00,9863,23.47,fuel,0
2025-01-01 00:01:00,7761,63.5,restaurant,0
2025-01-01 00:01:00,9778,4.8,restaurant,0
2025-01-01 00:01:00,1238,143.26,tech,0
2025-01-01 00:01:00,2819,64.64,travel,0
2025-01-01 00:01:00,5612,12.15,grocery,0
2025-01-01 00:01:00,8984,54.39,grocery,0
2025-01-01 00:01:00,7275,9.95,grocery,0
2025-01-01 00:01:00,1290,60.02,pharmacy,0
2025-01-01 00:01:00,3522,16.95,tech,0
2025-01-01 00:01:00,7117,2.7,grocery,0
2025-01-01 00:01:00,8060,-21.31,tech,1
2025-01-01 00:01:00,8089,32.47,restaurant,0
2025-01-01 00:01:00,8430,53.4,restaurant,0
2025-01-01 00:01:00,2512,0.92,grocery,0
2025-01-01 00:01:00,5836,37.47,pharmacy,0
2025-01-01 00:01:00,9420,7.42,grocery,0
2025-01-01 00:01:00,4323,55.38,grocery,0
2025-01-01 00:01:00,9214,13.09,tech,0
2025-01-01 00:01:00,7899,68.01,grocery,0
2025-01-01 00:01:00,4986,21.62,pharmacy,0
2025-01-01 00:01:00,9035,25.57,tech,0
2025-01-01 00:01:00,8648,1.11,pharmacy,0
2025-01-01 00:01:00,8565,5.33,grocery,0
2025-01-01 00:01:00,7559,16.69,tech,0
2025-01-01 00:01:00,2879,31.89,grocery,0
2025-01-01 00:01:00,4107,24.14,grocery,0
2025-01-01 00:01:00,6430,4.96,fuel,0
2025-01-01 00:01:00,4809,121.4,grocery,0
2025-01-01 00:01:00,8781,29.51,tech,0
2025-01-01 00:01:00,8052,52.76,grocery,0
2025-01-01 00:01:00,5667,27.18,tech,0
2025-01-01 00:01:00,9378,107.19,fuel,0
2025-01-01 00:01:00,5031,6.06,restaurant,0
2025-01-01 00:01:00,9291,30.43,restaurant,0
2025-01-01 00:01:00,9455,0.53,fuel,0
2025-01-01 00:01:00,6451,118.58,grocery,0
2025-01-01 00:01:00,1829,10.79,restaurant,0
2025-01-01 00:01:00,2812,67.96,grocery,0
2025-01-01 00:01:00,2636,79.09,restaurant,0
2025-01-01 00:01:00,3902,49.71,travel,0
2025-01-01 00:01:00,7270,7.0,pharmacy,0
2025-01-01 00:01:00,1572,26.51,tech,0
2025-01-01 00:01:00,3615,10.63,fuel,0
2025-01-01 00:01:00,4768,99.34,restaurant,0
2025-01-01 00:01:00,1212,2.12,travel,0
2025-01-01 00:01:00,4924,20.89,restaurant,0
2025-01-01 00:01:00,9353,15.01,tech,0
2025-01-01 00:01:00,1194,14.24,travel,0
2025-01-01 00:01:00,5632,24.59,grocery,0
2025-01-01 00:01:00,9879,120.22,pharmacy,0
2025-01-01 00:01:00,9977,55.3,restaurant,0
2025-01-01 00:01:00,6868,168.36,restaurant,0
2025-01-01 00:01:00,9619,15.48,pharmacy,0
2025-01-01 00:01:00,3579,27.03,fuel,0
2025-01-01 00:01:00,1153,50.92,pharmacy,0
2025-01-01 00:01:00,8140,49.44,fuel,0
2025-01-01 00:01:00,9311,56.56,travel,0
2025-01-01 00:01:00,1080,85.47,fuel,0
2025-01-01 00:01:00,9872,175.81,grocery,0
2025-01-01 00:01:00,1988,17.39,grocery,0
2025-01-01 00:01:00,9533,37.3,grocery,0
2025-01-01 00:01:00,4436,50.93,restaurant,0
2025-01-01 00:01:00,9626,67.11,pharmacy,0
2025-01-01 00:01:00,1031,41.11,travel,0
2025-01-01 00:01:00,1632,60.52,fuel,0
2025-01-01 00:01:00,8962,51.23,grocery,0
2025-01-01 00:01:00,4272,9.67,grocery,0
2025-01-01 00:01:00,7411,44.42,grocery,0
2025-01-01 00:01:00,4690,10.68,grocery,0
2025-01-01 00:01:00,2226,28.07,grocery,0
2025-01-01 00:01:00,6817,12.22,fuel,0
2025-01-01 00:01:00,3142,121.3,fuel,0
2025-01-01 00:01:00,7243,24.7,fuel,0
2025-01-01 00:01:00,9858,7.13,pharmacy,0
2025-01-01 00:01:00,1392,25.67,restaurant,0
2025-01-01 00:01:00,3314,2.68,restaurant,0
2025-01-01 00:01:00,6130,11.92,grocery,0
2025-01-01 00:01:00,8082,50.81,grocery,0
2025-01-01 00:01:00,5432,14.9,grocery,0
2025-01-01 00:01:00,7933,1.42,travel,0
2025-01-01 00:01:00,8832,51.83,restaurant,0
2025-01-01 00:01:00,2216,29.34,restaurant,0
2025-01-01 00:01:00,8280,0.9,grocery,0
2025-01-01 00:01:00,5729,69.21,travel,0
2025-01-01 00:01:00,1812,59.44,tech,0
2025-01-01 00:01:00,7987,1.53,pharmacy,0
2025-01-01 00:01:00,6246,55.39,restaurant,0
2025-01-01 00:01:00,2849,2.96,pharmacy,0
2025-01-01 00:01:00,2429,170.01,grocery,0
2025-01-01 00:01:00,5532,74.5,grocery,0
2025-01-01 00:01:00,6409,18.37,pharmacy,0
2025-01-01 00:01:00,4457,0.0,grocery,1
